Product,Goodness
B00BKXN9LS,0.8759533751804606
B000L6GD04,0.8489869830370326
B0002E2XCW,0.824640482127767
B000OMG0KI,0.8197684275820885
B000EELB8W,0.8164159167906399
B0002D0CGW,0.8085909991926262
B0002DURNK,0.8072385339443441
B00IZCSW3M,0.8025906474110068
B0002M6CVC,0.8011351470138203
B00HFRXACG,0.7919866951272796
B00AQBT3EW,0.7865394834208755
B0002F58TG,0.7846528520451682
B0002CZST4,0.7791623482019165
B0002D0CEO,0.778267137700833
B000CD1R7K,0.7778696221168006
B0009G1KEU,0.7778686325444251
B0002E1O5E,0.7777263736952947
B001AS6OYC,0.7764628645586416
B0002GZBLU,0.7697194672272337
B0073XCXHA,0.7675192735622749
B0002F7IIK,0.7663642598867692
B0002GZM00,0.7626826635138817
B0002GWFEQ,0.7598783197293082
B0002DV7ZM,0.7577303955036334
B000MVYOZY,0.7568359179105341
B000WN4J9S,0.7527990451084644
B005PNXT6E,0.7498284302645751
B00191WVF6,0.7491920390956249
B000960KNW,0.7491179721130073
B00063678K,0.740286468770463
B0002GLCRC,0.7322106776191019
B0042EZH6W,0.7317089139105039
B00AZUAORE,0.7314348973565127
B0002D0E8S,0.7302468883185989
B0002E1H9W,0.7294780285741216
B0002H0A3S,0.7281241769337357
B003AYNHGW,0.7253107690150897
B000UJCTVE,0.7245072695741956
B000A6ASSS,0.7234273171578877
B0002D0CGC,0.7200124803904034
B0002GW3Y8,0.7180254674221552
B004FEGXDK,0.7174776880745667
B000RNB720,0.7156347931326545
B0002H0FMO,0.7137442877017213
B00267OCTA,0.7126371359746706
B0002E2S36,0.7109472910255209
B003VWKPHC,0.707713633673974
B003NJF1G8,0.7065960029272597
B0002CZSJY,0.7052646915487382
B001PGXKC8,0.704980817022567
B0002CZUUG,0.6988941405377844
B000068NW5,0.6988731178001698
B008BPI2HE,0.6982286746693662
B003VWJ2K8,0.6961879701726018
B003JJQMD8,0.6938760740315634
B0002F7K7Y,0.6920103978038613
B000LQLDM2,0.6896535323279228
B0002E1O2C,0.6874573048069098
B0002D0CQC,0.6852150411188407
B0002E3CHC,0.6837652961653551
B000VJJQUU,0.6807622537104968
B0002GMGYA,0.6790741133416693
B0002KZAKS,0.6759139132642608
B0002CZVXM,0.6736589575432512
B001PGXHX0,0.6717938327266721
B0002E1G5C,0.6695598178680409
B005MR6IHK,0.6657791763842141
B000NJ2TIE,0.6654572522633582
B004T6M7DE,0.6642125227795576
B0002CZW0Y,0.662027471987153
B0002GXZK4,0.6620060843092423
B0018TIADQ,0.6619115560628597
B0002M6CW6,0.6612466953463904
B000EEEYCW,0.6594288187882524
B003DVGVIS,0.6581341758032758
B0006NDF8A,0.65679342801858
B000B6DHB2,0.656362893474789
B0002CZSJO,0.6554283339113114
B002AQNGIU,0.64998694362927
B005T800V2,0.6461538037939418
B0002D01K4,0.6452987201247926
B003B01QL8,0.6449490660790939
B00646MZHK,0.6427692369024396
B0002E2KPC,0.6427181252952778
B000978D58,0.6405182616046198
B0037M4CPM,0.6404260585199343
B0002OOMW6,0.6385568640016624
B000PO30QM,0.6317485517643736
B00JBIVXGC,0.630844439355617
B005CX4GLE,0.6268531901643162
B000XPO0IU,0.6261878048487718
B0002GLDQM,0.6233885905564313
B003GEBGA0,0.6213081546340189
B0002CZVK0,0.6203700265503438
B0002M3OVI,0.6190345401218614
B0037M62KA,0.6171542718848047
B0009G1E0K,0.6137692750280103
B0002GYW4C,0.6108456270832627
B000XPPURU,0.5975085692669019
B004XNK7AI,0.5902490505476228
B002HPMTZU,0.5865792607718562
B00154OJOI,0.5853572380769543
B000EEJ8IM,0.5797259421399126
B001J5RYXQ,0.578187153416999
B003B01QR2,0.577865588639315
B004Z17008,0.5775594011784335
B0002M6B2M,0.5770935338366033
B0002KZE7C,0.5760566296482794
B000B6FBA2,0.5758769818016043
B0002OOMU8,0.57252031892988
B0010SHU18,0.5708171200669884
B005PGGU9O,0.5684566420392924
B003LTJ404,0.5653235653804056
B001MMYVZU,0.5647597708807895
B007YWHIP2,0.5645865541141487
B0002E1O2M,0.5631584071718403
B0002GXF8Q,0.5581985763964362
B0002E2GMY,0.5580178455841402
B0002D0CIK,0.5565883033306716
B0002DV6RQ,0.5564850976848489
B0002GJ6FC,0.5541210037557558
B000M23OQ8,0.55411551995858
B000EELFI8,0.5531451348109124
B0002H04NE,0.5503385305011644
B007TGWQZ0,0.5501903419190538
B001DW6RJC,0.5483293181176282
B0055V7UR0,0.5399287777713245
B0002D0CKI,0.5358044503980108
B0002CZV82,0.5301518048178825
B00GTSM8FW,0.5178183143493436
B0026RB0G8,0.5154227585503657
B0002IHFVM,0.502089724436549
B0002KZIVY,0.48627099836212784
B001SC4I16,0.4756770133661527
B005FKF1PY,0.46050405812440615
B00A716FB0,0.4464218513055483
B00BU9KCXK,0.4462763057316225
B0037M62AK,0.44072330139827515
B004FPEF84,0.4292090027375223
B004N0MKN8,0.4086716758272173
B0006ZXFWO,0.4073519912898099
B0002D0COE,0.37063197695094374
B002G1UT5C,0.3544767516298438
B004UJO41S,0.35089540423796983
